replicate,C0-R@42,C0-R@1337,C0-R@20260703,C1-M@42,C1-M@1337,C1-M@20260703,C4-M@42,C4-M@1337,C4-M@20260703,C4MixFT-M@42,C4MixFT-M@1337,C4Mix-M@42,C4Mix-M@1337,C4R-M@42,C4R-M@1337
12,0.400092,0.407100,0.401489,0.420097,0.411952,0.403220,0.403841,0.383803,0.406386,0.404094,0.402139,0.401673,0.404876,0.415696,0.401989
13,0.405820,0.403507,0.419030,0.430813,0.420924,0.401607,0.416143,0.399784,0.405786,0.409065,0.429450,0.394644,0.410715,0.426138,0.400903
14,0.398908,0.398351,0.400787,0.406454,0.412454,0.388676,0.407294,0.378447,0.401670,0.401471,0.404753,0.389099,0.413521,0.412537,0.384714
15,0.405866,0.394329,0.400633,0.406315,0.406851,0.391042,0.397675,0.381853,0.403517,0.379872,0.391597,0.383485,0.398632,0.411503,0.381978
0,0.399312,0.416313,0.413956,0.426194,0.417151,0.402376,0.410329,0.396698,0.407616,0.406518,0.422647,0.402642,0.403869,0.418310,0.384856
1,0.416420,0.406421,0.416815,0.422702,0.421709,0.401005,0.422626,0.402968,0.427749,0.413690,0.415099,0.396866,0.412808,0.417606,0.389460
2,0.389217,0.401202,0.398656,0.403376,0.402009,0.384107,0.404329,0.383820,0.400282,0.390894,0.404738,0.385819,0.390839,0.401782,0.380665
3,0.404789,0.411638,0.395580,0.409968,0.413702,0.387579,0.408252,0.376496,0.399014,0.399080,0.397106,0.399468,0.412019,0.412957,0.375972
56,0.405879,0.396003,0.403380,0.413180,0.407410,0.403291,0.402647,0.375634,0.405832,0.404726,0.404322,0.392409,0.403282,0.412254,0.396678
57,0.404960,0.407752,0.398119,0.415745,0.423027,0.394141,0.415008,0.397097,0.402395,0.403356,0.416073,0.404618,0.405442,0.411366,0.401213
58,0.384029,0.376435,0.377901,0.388003,0.381611,0.375920,0.388748,0.357203,0.377421,0.370127,0.380399,0.363516,0.381940,0.390275,0.366004
59,0.406958,0.399629,0.398867,0.419997,0.404412,0.389175,0.403234,0.372338,0.396218,0.398646,0.404519,0.388965,0.406728,0.404609,0.385918
36,0.398256,0.404393,0.404728,0.412650,0.417299,0.394818,0.410163,0.385100,0.404457,0.397715,0.395948,0.391511,0.398133,0.405164,0.392144
37,0.390786,0.394628,0.393113,0.403561,0.400845,0.391648,0.388281,0.385914,0.393139,0.388287,0.400840,0.370988,0.395425,0.406504,0.378020
38,0.401789,0.405718,0.411943,0.414237,0.411686,0.400168,0.404319,0.391666,0.406624,0.401675,0.406505,0.395915,0.411736,0.416659,0.395705
39,0.402594,0.384560,0.407312,0.398793,0.411712,0.398074,0.390811,0.377561,0.396690,0.402194,0.399842,0.381330,0.399857,0.406369,0.376595
52,0.411171,0.405331,0.410713,0.403951,0.418520,0.383925,0.403566,0.387646,0.391951,0.398117,0.412013,0.392698,0.407911,0.416406,0.398225
53,0.382331,0.371212,0.381726,0.383786,0.381533,0.374156,0.377470,0.352142,0.373361,0.377136,0.377455,0.356947,0.380057,0.383912,0.360783
54,0.407872,0.402412,0.409781,0.409207,0.409092,0.401603,0.410322,0.384429,0.411372,0.402232,0.417203,0.392683,0.407292,0.421712,0.394145
55,0.407862,0.407568,0.406045,0.414599,0.412239,0.398025,0.400258,0.381436,0.408948,0.398641,0.404061,0.389805,0.409426,0.416148,0.384368
40,0.414698,0.430079,0.423001,0.436405,0.436229,0.405514,0.425698,0.420352,0.417022,0.417779,0.423369,0.413933,0.427667,0.421881,0.396848
41,0.430243,0.424337,0.429465,0.421953,0.433845,0.425873,0.429078,0.400916,0.420251,0.426719,0.429170,0.405413,0.426334,0.430275,0.404311
42,0.369573,0.372946,0.377854,0.381888,0.380286,0.363689,0.376539,0.346446,0.372107,0.371470,0.368286,0.364572,0.374164,0.379611,0.354328
43,0.410939,0.405596,0.419276,0.418195,0.420733,0.404095,0.418557,0.391062,0.410671,0.403551,0.410404,0.408212,0.412059,0.421320,0.388297
20,0.382953,0.389412,0.400689,0.404008,0.395937,0.385655,0.384449,0.376374,0.387165,0.389676,0.390193,0.382059,0.380144,0.397238,0.372367
21,0.400197,0.398522,0.393920,0.406596,0.408468,0.382289,0.401485,0.375256,0.395407,0.394443,0.404393,0.387236,0.411120,0.412246,0.391473
22,0.388515,0.376007,0.393538,0.391224,0.401904,0.375824,0.395565,0.380047,0.399135,0.387722,0.395056,0.374932,0.391632,0.401551,0.364852
23,0.436165,0.428861,0.434024,0.445352,0.441836,0.417169,0.435594,0.405722,0.434840,0.438430,0.427354,0.433113,0.433231,0.444030,0.409905
16,0.396763,0.379050,0.391527,0.402702,0.399155,0.382979,0.397675,0.368712,0.395728,0.394273,0.394096,0.376799,0.390595,0.405465,0.369951
17,0.412096,0.412693,0.411625,0.426247,0.419121,0.406095,0.398628,0.394729,0.412407,0.409323,0.409751,0.388910,0.409550,0.419050,0.381489
18,0.384221,0.383380,0.390031,0.396984,0.400830,0.386552,0.382347,0.365384,0.382115,0.383383,0.390105,0.370720,0.385095,0.395140,0.355294
19,0.389222,0.398689,0.396579,0.397560,0.401991,0.378089,0.401831,0.375019,0.386786,0.389667,0.398751,0.377953,0.400711,0.404405,0.380106
24,0.416000,0.404999,0.411172,0.419813,0.419203,0.391307,0.410501,0.386984,0.401452,0.410195,0.415746,0.399570,0.403899,0.421821,0.388249
25,0.419219,0.411074,0.431171,0.422731,0.429314,0.420932,0.422705,0.412763,0.415921,0.415461,0.421728,0.408688,0.421170,0.430276,0.405574
26,0.420253,0.395465,0.392852,0.414846,0.396325,0.396759,0.386745,0.372361,0.404529,0.385979,0.393052,0.386178,0.397443,0.413154,0.385976
27,0.407365,0.408406,0.403529,0.411917,0.412129,0.398899,0.412100,0.397019,0.407972,0.397816,0.416217,0.399107,0.412082,0.408212,0.388658
4,0.409544,0.401589,0.399609,0.402454,0.402409,0.395842,0.405156,0.381022,0.410658,0.405518,0.413718,0.393113,0.410722,0.399540,0.388295
5,0.397220,0.398319,0.402177,0.409118,0.402457,0.392536,0.401661,0.376056,0.403341,0.396829,0.406144,0.386658,0.396405,0.404962,0.377731
6,0.415340,0.400640,0.422405,0.405711,0.426108,0.409001,0.412585,0.398580,0.414682,0.404929,0.417847,0.399278,0.412858,0.424299,0.416434
7,0.405084,0.402342,0.395891,0.392072,0.405940,0.386065,0.393624,0.373588,0.385767,0.387778,0.396194,0.380756,0.397609,0.400339,0.394191
8,0.411692,0.417037,0.420184,0.418450,0.423311,0.405054,0.405586,0.393051,0.412830,0.403134,0.411310,0.392974,0.411986,0.419710,0.378846
9,0.416907,0.408843,0.411925,0.419984,0.420565,0.403507,0.423182,0.393881,0.422393,0.399761,0.419095,0.404794,0.410361,0.430873,0.395977
10,0.425225,0.431678,0.424034,0.427281,0.429150,0.419445,0.427189,0.395986,0.424949,0.420931,0.422608,0.405772,0.433466,0.428729,0.411103
11,0.417052,0.418025,0.402402,0.420631,0.414039,0.416145,0.423063,0.381661,0.403154,0.407768,0.414049,0.391299,0.410152,0.413938,0.394898
60,0.401300,0.393095,0.389797,0.406124,0.405773,0.377456,0.393792,0.376852,0.397244,0.383569,0.387979,0.381398,0.388300,0.401960,0.362442
61,0.390914,0.387931,0.396239,0.392552,0.397249,0.392735,0.389829,0.375299,0.391945,0.388010,0.392509,0.373225,0.404264,0.399937,0.379486
62,0.401805,0.387455,0.400211,0.398368,0.416909,0.391828,0.401695,0.383799,0.385330,0.398138,0.409357,0.385610,0.393077,0.410578,0.374818
63,0.414986,0.404603,0.411696,0.412432,0.425282,0.398385,0.412848,0.383151,0.413408,0.413652,0.412978,0.391705,0.402474,0.414044,0.398056
44,0.401989,0.402786,0.425396,0.426709,0.420478,0.407082,0.420627,0.396009,0.420004,0.413844,0.418496,0.404359,0.409797,0.428900,0.395364
45,0.401746,0.396236,0.393754,0.400597,0.407999,0.382926,0.411283,0.375230,0.392856,0.395124,0.395063,0.386225,0.394787,0.394761,0.383385
46,0.385891,0.404061,0.394913,0.409643,0.411551,0.384183,0.392107,0.376349,0.402219,0.393458,0.398816,0.375013,0.408850,0.396065,0.362964
47,0.403524,0.404690,0.409145,0.399855,0.413261,0.400268,0.401812,0.396034,0.415215,0.406369,0.407944,0.407133,0.405179,0.420046,0.396138
48,0.441839,0.439424,0.438683,0.445126,0.439841,0.432753,0.434457,0.400174,0.439257,0.425425,0.430557,0.419334,0.449994,0.437857,0.419441
49,0.399637,0.392440,0.388674,0.403088,0.402350,0.385729,0.400462,0.367797,0.390243,0.391902,0.388746,0.382158,0.395653,0.399820,0.378922
50,0.422821,0.416121,0.410802,0.425450,0.430033,0.406280,0.422920,0.390460,0.425947,0.417349,0.411554,0.400659,0.407650,0.414209,0.398442
51,0.403473,0.396642,0.405508,0.409840,0.408837,0.399543,0.406777,0.391836,0.415675,0.411925,0.412681,0.394165,0.409411,0.422705,0.383109
28,0.418023,0.411222,0.428387,0.418787,0.412619,0.411730,0.411575,0.391867,0.418066,0.412339,0.409052,0.401887,0.416213,0.421707,0.396476
29,0.405168,0.407828,0.399358,0.398587,0.402822,0.381962,0.398904,0.370305,0.387682,0.390719,0.391267,0.384163,0.392354,0.405400,0.370811
30,0.415780,0.404830,0.406300,0.406505,0.411731,0.400727,0.400425,0.377419,0.400974,0.400893,0.410181,0.383383,0.408497,0.408229,0.387296
31,0.416415,0.419596,0.407101,0.412116,0.413363,0.393043,0.405718,0.389342,0.420703,0.400236,0.410697,0.395202,0.413471,0.415599,0.387008
32,0.407226,0.399578,0.401202,0.396557,0.417481,0.379971,0.405587,0.374787,0.406637,0.391163,0.398926,0.395941,0.401975,0.411492,0.379158
33,0.409632,0.400444,0.408125,0.407127,0.409032,0.395858,0.405053,0.385533,0.399849,0.403269,0.405019,0.390723,0.411982,0.421172,0.392003
34,0.390455,0.395600,0.402319,0.411541,0.405500,0.396055,0.404467,0.376398,0.404270,0.394493,0.397547,0.389505,0.409912,0.410172,0.386996
35,0.424537,0.412157,0.422961,0.419555,0.421432,0.392361,0.409466,0.394199,0.421346,0.402365,0.413879,0.402946,0.409626,0.422239,0.397273
64,0.371798,0.369738,0.368750,0.379713,0.384128,0.368433,0.374903,0.349969,0.381542,0.378831,0.383198,0.356334,0.382703,0.385316,0.362144
65,0.391796,0.385419,0.404345,0.403432,0.395859,0.383175,0.406745,0.373000,0.397892,0.391672,0.396683,0.377536,0.391175,0.403278,0.380202
66,0.420670,0.410995,0.415620,0.421425,0.416714,0.409214,0.413327,0.394664,0.412685,0.410509,0.413753,0.393413,0.411531,0.427233,0.390528
67,0.406052,0.394315,0.401526,0.384521,0.406110,0.373383,0.384161,0.384288,0.393785,0.389485,0.391479,0.385526,0.390370,0.412825,0.375713
68,0.414776,0.411715,0.421414,0.429404,0.422242,0.407277,0.419366,0.396522,0.407054,0.402663,0.421897,0.393826,0.416373,0.419482,0.396221
69,0.400798,0.398810,0.407432,0.404693,0.410946,0.393514,0.408765,0.391203,0.396610,0.404869,0.405326,0.386834,0.405413,0.416270,0.387385
70,0.390724,0.388274,0.392498,0.401048,0.393262,0.376197,0.384530,0.363380,0.403842,0.388027,0.398491,0.372246,0.388988,0.401343,0.376083
71,0.404751,0.401595,0.409603,0.426423,0.421140,0.406490,0.416330,0.383454,0.412405,0.407128,0.412473,0.401906,0.407716,0.421385,0.387285
72,0.367211,0.389253,0.385388,0.382816,0.395512,0.358985,0.385920,0.364212,0.383458,0.377522,0.382912,0.372299,0.370650,0.384189,0.363570
73,0.402968,0.399315,0.393474,0.414644,0.399346,0.389668,0.408753,0.381167,0.395891,0.402238,0.398512,0.387347,0.395611,0.405909,0.382833
74,0.413245,0.402671,0.411165,0.428735,0.412992,0.412914,0.419492,0.388186,0.411861,0.407589,0.415663,0.410650,0.414629,0.418788,0.396254
75,0.417336,0.407733,0.413758,0.418384,0.424951,0.406248,0.416150,0.398204,0.409615,0.417304,0.410545,0.389141,0.412892,0.412116,0.392024
92,0.408760,0.402611,0.407342,0.400118,0.418478,0.391691,0.409540,0.390995,0.399422,0.397790,0.415473,0.389937,0.407038,0.410974,0.392267
93,0.411456,0.410121,0.408000,0.425358,0.422065,0.400522,0.409702,0.398897,0.415642,0.413643,0.418566,0.390400,0.419692,0.408666,0.388339
94,0.401101,0.384667,0.405834,0.408099,0.404381,0.393781,0.402383,0.376225,0.397853,0.387296,0.392987,0.383079,0.399098,0.402825,0.374907
95,0.421330,0.411615,0.422123,0.418894,0.422451,0.412683,0.412349,0.406560,0.426894,0.414366,0.427398,0.401577,0.426181,0.419312,0.393783
76,0.405864,0.384337,0.388220,0.409571,0.409262,0.381820,0.388176,0.379430,0.396959,0.394888,0.404450,0.388128,0.396194,0.410616,0.381104
77,0.418582,0.401085,0.427733,0.423910,0.420804,0.400159,0.418481,0.396478,0.411415,0.408727,0.416031,0.402072,0.422067,0.428409,0.393393
78,0.387527,0.393804,0.395059,0.399852,0.401090,0.376975,0.394571,0.367179,0.397615,0.391595,0.400911,0.387884,0.385708,0.408591,0.381066
79,0.392451,0.382836,0.394957,0.396124,0.393700,0.388576,0.392505,0.377186,0.395100,0.392995,0.408370,0.373551,0.392578,0.409361,0.382784
80,0.410699,0.393230,0.412678,0.403475,0.415220,0.398951,0.409974,0.384564,0.395235,0.406359,0.415020,0.392841,0.414862,0.418993,0.394668
81,0.393020,0.395793,0.386759,0.399978,0.397455,0.383596,0.387539,0.361694,0.396337,0.383583,0.396639,0.390971,0.388816,0.397630,0.378647
82,0.424555,0.425923,0.422752,0.433588,0.424789,0.414469,0.428306,0.401791,0.424683,0.423875,0.415086,0.412059,0.415608,0.422451,0.395499
83,0.406257,0.414354,0.412415,0.419824,0.421327,0.397152,0.418849,0.380445,0.411552,0.411132,0.408885,0.395449,0.410857,0.409308,0.369797
84,0.416220,0.417359,0.412066,0.426777,0.415521,0.412074,0.423567,0.389947,0.412114,0.414419,0.417584,0.407706,0.408915,0.426102,0.399706
85,0.404046,0.391438,0.401883,0.405074,0.402967,0.383361,0.402487,0.382121,0.399354,0.390651,0.400547,0.370740,0.405808,0.404703,0.386420
86,0.417926,0.422770,0.419538,0.420903,0.417466,0.404912,0.410420,0.387782,0.421813,0.413137,0.410037,0.403736,0.418141,0.423538,0.388954
87,0.407163,0.388852,0.409118,0.404281,0.410531,0.389406,0.394842,0.380475,0.404845,0.402869,0.398498,0.393641,0.405233,0.415661,0.386000
112,0.402055,0.399430,0.398936,0.401912,0.405129,0.396436,0.403433,0.374047,0.410570,0.401060,0.404723,0.390971,0.411475,0.407809,0.384142
113,0.404016,0.404173,0.403168,0.412630,0.413068,0.393178,0.403342,0.388805,0.403949,0.408426,0.407458,0.389656,0.411966,0.415013,0.377857
114,0.428213,0.415016,0.429967,0.445547,0.441950,0.401961,0.432026,0.417333,0.432049,0.423482,0.426826,0.416150,0.433004,0.438716,0.401931
115,0.376939,0.388470,0.388296,0.403476,0.391216,0.381288,0.396522,0.380892,0.384056,0.385596,0.386834,0.364898,0.392570,0.403171,0.369616
120,0.399012,0.409630,0.389647,0.403401,0.410546,0.370364,0.396328,0.378039,0.386970,0.377977,0.384134,0.376092,0.395056,0.392545,0.379240
121,0.411457,0.404696,0.414517,0.421085,0.413581,0.404963,0.412327,0.392884,0.415237,0.406823,0.418196,0.395539,0.411616,0.426745,0.384674
122,0.391160,0.393095,0.389211,0.405458,0.401321,0.388616,0.394621,0.367675,0.390866,0.397574,0.409355,0.372845,0.388403,0.404032,0.369206
123,0.410489,0.419381,0.403056,0.419408,0.414331,0.394529,0.414289,0.374587,0.410020,0.393309,0.410128,0.388220,0.415891,0.421744,0.384266
96,0.408832,0.415318,0.409275,0.411424,0.426208,0.401127,0.414983,0.387648,0.412091,0.415745,0.420009,0.392527,0.411711,0.416807,0.392923
97,0.406879,0.392803,0.406138,0.414019,0.422551,0.396139,0.404510,0.379612,0.414523,0.402688,0.398456,0.393633,0.400999,0.421078,0.380481
98,0.407215,0.391218,0.409841,0.415048,0.411390,0.399435,0.413134,0.397711,0.413445,0.407832,0.399130,0.391301,0.413697,0.415325,0.385225
99,0.411517,0.398919,0.397420,0.409092,0.411624,0.389071,0.393835,0.385206,0.390620,0.397102,0.408379,0.390671,0.398570,0.418706,0.372465
108,0.429674,0.417204,0.436010,0.428757,0.427982,0.423343,0.421205,0.398708,0.427971,0.419234,0.411892,0.404914,0.424620,0.428610,0.415610
109,0.399856,0.405181,0.407739,0.427893,0.417975,0.400219,0.417957,0.381676,0.413201,0.409156,0.411975,0.400518,0.411489,0.422451,0.395041
110,0.425777,0.416663,0.425968,0.425998,0.430484,0.425393,0.419009,0.398349,0.423879,0.425135,0.422806,0.413678,0.419545,0.432872,0.409549
111,0.416969,0.408600,0.415371,0.420275,0.412412,0.402490,0.414157,0.392214,0.411636,0.402318,0.420298,0.399060,0.421313,0.419297,0.401510
100,0.383408,0.373344,0.385321,0.381921,0.386849,0.363664,0.377993,0.357959,0.370358,0.377993,0.382597,0.365761,0.369782,0.387359,0.359431
101,0.405720,0.403841,0.406259,0.421573,0.418834,0.399024,0.416888,0.388934,0.402936,0.414219,0.409770,0.398809,0.405562,0.418028,0.389558
102,0.419082,0.399493,0.417161,0.411549,0.413235,0.403674,0.411600,0.388129,0.409249,0.418555,0.419069,0.387075,0.424131,0.417365,0.396740
103,0.392040,0.391835,0.393711,0.407610,0.399573,0.391382,0.392793,0.364665,0.386228,0.391249,0.393902,0.373635,0.393736,0.399164,0.371917
88,0.389365,0.392632,0.380814,0.403269,0.389046,0.379665,0.397376,0.363100,0.395307,0.375634,0.393245,0.371560,0.388136,0.396345,0.366593
89,0.400070,0.387724,0.392330,0.408075,0.400125,0.388391,0.402318,0.374770,0.400037,0.392238,0.393683,0.381144,0.389867,0.411254,0.374605
90,0.415813,0.416653,0.420527,0.417478,0.427902,0.410722,0.411703,0.394724,0.418379,0.399428,0.412058,0.403693,0.409560,0.423989,0.406073
91,0.398579,0.396501,0.400158,0.406267,0.406824,0.394670,0.404169,0.380106,0.412889,0.400745,0.402599,0.386243,0.392622,0.404815,0.390317
104,0.384555,0.392409,0.392205,0.395497,0.394989,0.368708,0.396278,0.371509,0.380174,0.386587,0.380060,0.376263,0.388191,0.401142,0.368461
105,0.407094,0.403531,0.407622,0.417039,0.421636,0.392161,0.417078,0.381478,0.407736,0.404084,0.414762,0.400549,0.410779,0.419435,0.392118
106,0.385752,0.376511,0.384069,0.389771,0.390261,0.369561,0.382026,0.355710,0.368618,0.374346,0.379197,0.372438,0.385206,0.388533,0.370761
107,0.396630,0.405810,0.406180,0.404887,0.406954,0.383414,0.402848,0.378127,0.400695,0.393060,0.408074,0.395107,0.406834,0.414274,0.390934
116,0.415644,0.419782,0.407231,0.420485,0.417176,0.391008,0.416150,0.395028,0.414952,0.399443,0.408293,0.409750,0.407270,0.425515,0.401222
117,0.406606,0.400404,0.411418,0.411428,0.404644,0.388327,0.409500,0.383107,0.401085,0.403592,0.404780,0.382140,0.408085,0.404827,0.377973
118,0.386612,0.380844,0.380062,0.377350,0.384550,0.374254,0.375656,0.357413,0.384054,0.379944,0.392147,0.362651,0.379536,0.395537,0.355202
119,0.409705,0.410989,0.395510,0.412440,0.405370,0.390966,0.420136,0.377460,0.402495,0.391466,0.404378,0.385332,0.406392,0.406555,0.386772
124,0.398656,0.403784,0.406595,0.416421,0.405654,0.398647,0.408634,0.387209,0.406029,0.394941,0.400664,0.381891,0.402979,0.405992,0.388794
125,0.418112,0.411957,0.425449,0.417937,0.423460,0.406405,0.418355,0.397510,0.418858,0.418010,0.413049,0.405255,0.418737,0.426139,0.396740
126,0.368700,0.366988,0.372366,0.379615,0.382677,0.354239,0.368895,0.353208,0.367548,0.377776,0.364917,0.355062,0.374600,0.382717,0.342642
127,0.412570,0.413325,0.410245,0.425836,0.419734,0.414077,0.412344,0.381020,0.411744,0.405137,0.417859,0.392537,0.411116,0.423034,0.402275
128,0.427556,0.425032,0.429824,0.421852,0.435647,0.415918,0.429637,0.390047,0.421969,0.425176,0.426998,0.404651,0.431242,0.435817,0.407271
129,0.405253,0.408443,0.409296,0.412607,0.425459,0.397621,0.409318,0.394150,0.411623,0.398138,0.409932,0.393722,0.406454,0.418055,0.385827
130,0.405463,0.410038,0.419762,0.417602,0.424346,0.396036,0.413100,0.385131,0.399508,0.400729,0.416792,0.395611,0.419874,0.412030,0.388579
131,0.419779,0.428067,0.432653,0.427783,0.430954,0.405790,0.424857,0.404683,0.423645,0.423720,0.427727,0.415324,0.425174,0.430930,0.405872
132,0.404290,0.397609,0.390882,0.408904,0.399306,0.380342,0.396752,0.370193,0.393963,0.390446,0.388298,0.373358,0.393032,0.402565,0.367173
133,0.419970,0.424666,0.422383,0.425791,0.423316,0.414684,0.423445,0.394541,0.417500,0.411033,0.422594,0.409656,0.417049,0.421791,0.399556
134,0.402084,0.388572,0.401279,0.410341,0.407957,0.399461,0.408439,0.381859,0.395908,0.405202,0.392930,0.385204,0.396623,0.405026,0.383247
135,0.384780,0.365372,0.372429,0.379517,0.387271,0.366162,0.371157,0.342493,0.374471,0.369281,0.378744,0.372413,0.376150,0.385688,0.360736
136,0.390968,0.383642,0.396611,0.407398,0.407129,0.395081,0.402253,0.384784,0.387570,0.386888,0.405537,0.376532,0.412187,0.404046,0.389216
137,0.396605,0.394794,0.392354,0.402550,0.403402,0.382578,0.388090,0.380804,0.393308,0.393443,0.384335,0.378626,0.390479,0.406969,0.368045
138,0.401820,0.394133,0.399252,0.415561,0.410776,0.381713,0.400876,0.379409,0.390904,0.387941,0.396889,0.364512,0.394047,0.406640,0.371316
139,0.413176,0.423771,0.413300,0.422079,0.431440,0.410295,0.408760,0.406681,0.426710,0.414458,0.419719,0.400115,0.416018,0.425214,0.394180
156,0.375757,0.376459,0.371936,0.385471,0.384385,0.380421,0.371209,0.350241,0.373917,0.370382,0.360059,0.359132,0.368737,0.387692,0.348192
157,0.407548,0.411655,0.400660,0.406127,0.411387,0.402891,0.396613,0.380732,0.406559,0.402511,0.404762,0.389400,0.391197,0.410619,0.375809
158,0.392684,0.393256,0.374013,0.400152,0.396092,0.380163,0.387032,0.360271,0.390099,0.373923,0.392227,0.369353,0.391834,0.392938,0.376557
159,0.417867,0.408114,0.416975,0.426328,0.437433,0.411777,0.416319,0.400586,0.419932,0.419185,0.430674,0.399819,0.427481,0.430877,0.392863
168,0.395438,0.393675,0.396744,0.401777,0.401101,0.393730,0.391158,0.376365,0.389192,0.385189,0.401456,0.368724,0.400511,0.402718,0.381284
169,0.407864,0.394717,0.397830,0.405588,0.415028,0.387729,0.408259,0.379753,0.400984,0.404433,0.409423,0.392702,0.407611,0.413245,0.391623
170,0.411915,0.398346,0.414832,0.416766,0.416775,0.399894,0.419999,0.391148,0.416190,0.405481,0.421465,0.400638,0.408210,0.429242,0.391704
171,0.392285,0.387141,0.390151,0.394791,0.396143,0.387966,0.391950,0.369164,0.391881,0.386201,0.389706,0.366365,0.393409,0.399779,0.363467
160,0.433070,0.432425,0.422121,0.427211,0.432459,0.411431,0.420410,0.403073,0.423573,0.422012,0.430186,0.406510,0.428542,0.439044,0.404156
161,0.387531,0.380909,0.394500,0.386068,0.396486,0.377043,0.382683,0.362067,0.378968,0.384252,0.383632,0.371708,0.386814,0.389889,0.368344
162,0.397848,0.389028,0.388455,0.396324,0.403437,0.371158,0.392161,0.364773,0.387056,0.392350,0.394312,0.375728,0.390854,0.398096,0.369979
163,0.402546,0.402754,0.400716,0.415815,0.412645,0.392111,0.410861,0.379771,0.404053,0.406209,0.410469,0.396659,0.401737,0.411944,0.385759
140,0.395980,0.397533,0.393121,0.404437,0.396519,0.382138,0.396330,0.374009,0.406694,0.395143,0.403218,0.370839,0.397561,0.412855,0.376701
141,0.408180,0.405264,0.413767,0.410688,0.415467,0.374662,0.412338,0.381825,0.408133,0.407462,0.410399,0.399294,0.404925,0.418227,0.383878
142,0.388471,0.386011,0.385164,0.380885,0.399946,0.365142,0.390870,0.368109,0.383772,0.384588,0.385760,0.362766,0.386123,0.392487,0.369392
143,0.424434,0.406530,0.426261,0.417030,0.427945,0.416957,0.408439,0.402156,0.419842,0.424236,0.431697,0.388198,0.431353,0.425587,0.399731
180,0.419602,0.408394,0.411843,0.422714,0.419384,0.411000,0.409492,0.393682,0.414654,0.410333,0.406993,0.400938,0.421035,0.424604,0.397756
181,0.401387,0.393758,0.414140,0.414041,0.412945,0.388708,0.404845,0.391883,0.408457,0.407103,0.419272,0.383408,0.410532,0.404641,0.378675
182,0.388154,0.377043,0.385293,0.392141,0.399550,0.375290,0.387009,0.358476,0.389738,0.382657,0.383960,0.371582,0.374769,0.387424,0.364652
183,0.404414,0.398800,0.402609,0.403520,0.414610,0.389275,0.394557,0.385766,0.402029,0.407457,0.409194,0.377410,0.407594,0.420455,0.382784
172,0.374692,0.378216,0.370421,0.385310,0.391299,0.369777,0.376330,0.358598,0.372299,0.373922,0.367483,0.361650,0.380586,0.384723,0.354011
173,0.408824,0.394448,0.408350,0.402603,0.407592,0.403741,0.408198,0.383285,0.412538,0.408220,0.407235,0.387770,0.410027,0.419141,0.387721
174,0.403528,0.399335,0.397959,0.412403,0.415951,0.392072,0.414733,0.383265,0.412193,0.396644,0.400462,0.399832,0.415119,0.416368,0.392202
175,0.398363,0.414936,0.398306,0.409418,0.412537,0.381737,0.405591,0.378623,0.404980,0.395063,0.409303,0.383498,0.403110,0.407223,0.391314
152,0.408026,0.408285,0.401391,0.424995,0.425467,0.398183,0.415045,0.390416,0.417224,0.403880,0.416098,0.397197,0.412448,0.424068,0.381399
153,0.401235,0.410082,0.407308,0.408814,0.406438,0.396509,0.399763,0.380191,0.397572,0.400758,0.404493,0.390535,0.408176,0.408858,0.387451
154,0.415414,0.412197,0.413286,0.422675,0.431240,0.414409,0.413959,0.390828,0.422843,0.414857,0.413165,0.399828,0.401391,0.416484,0.392992
155,0.403927,0.394995,0.405374,0.414564,0.403850,0.395141,0.410074,0.372444,0.395716,0.400534,0.397690,0.379497,0.404634,0.409255,0.382200
148,0.397506,0.388013,0.409101,0.416563,0.408587,0.394231,0.403213,0.375349,0.404337,0.408307,0.403999,0.393607,0.397081,0.410604,0.379350
149,0.418463,0.414675,0.420221,0.420790,0.426629,0.404003,0.418080,0.395123,0.408285,0.413316,0.420598,0.398837,0.418179,0.427733,0.396268
150,0.401335,0.399335,0.409607,0.410429,0.413180,0.395533,0.399731,0.388454,0.398984,0.396553,0.401326,0.388643,0.413377,0.412457,0.374125
151,0.401385,0.391639,0.390831,0.398763,0.401182,0.384082,0.407955,0.370425,0.388641,0.390750,0.397208,0.376048,0.388830,0.403985,0.372992
144,0.409471,0.410049,0.400174,0.408401,0.399710,0.395756,0.409612,0.375912,0.407830,0.390207,0.411321,0.381473,0.400325,0.408307,0.384805
145,0.398495,0.392493,0.409264,0.407949,0.417620,0.398806,0.404076,0.385144,0.402930,0.416135,0.411436,0.388152,0.405328,0.413729,0.382536
146,0.414146,0.411122,0.406799,0.412200,0.415369,0.397338,0.402249,0.387495,0.402642,0.405816,0.408109,0.394291,0.412337,0.417017,0.385411
147,0.402958,0.392404,0.401277,0.406875,0.415394,0.399094,0.407970,0.380699,0.403645,0.397165,0.412475,0.388036,0.406415,0.403874,0.377138
164,0.423535,0.414523,0.425844,0.437777,0.428833,0.425684,0.423180,0.405538,0.429934,0.424428,0.427706,0.411560,0.428955,0.434308,0.398054
165,0.406712,0.415080,0.416056,0.407469,0.410021,0.401548,0.412447,0.380430,0.411894,0.414138,0.416270,0.402073,0.400831,0.421785,0.398010
166,0.416384,0.413991,0.411940,0.427218,0.421869,0.414598,0.415101,0.399137,0.426268,0.419932,0.421705,0.409510,0.409972,0.430345,0.395399
167,0.414743,0.399340,0.416724,0.419267,0.414061,0.395495,0.416436,0.385947,0.413002,0.410179,0.411925,0.390639,0.420560,0.420809,0.388335
